wage,costliving,gender,age,branch,userexperience
3191,1181,2,18,1,75
11240,1803,1,20,2,15
7956,1801,2,21,2,54
3529,1883,1,17,2,62
12831,1861,1,17,1,87
10949,1235,1,17,1,9
13749,1964,1,21,1,76
8789,1415,1,17,2,66
8070,1050,2,17,2,2
3604,912,1,21,1,98
3116,648,1,21,2,7
5879,1573,1,20,2,50
11170,1864,2,20,2,58
10591,836,1,17,2,51
14043,1822,1,17,2,69
14374,2055,2,19,2,95
3949,995,1,21,1,58
6641,1405,1,21,1,71
4210,1953,2,17,1,100
12097,1368,1,21,2,85
7592,1234,2,20,1,90
4566,1105,1,18,1,61
9789,1431,1,18,1,40
14041,937,1,19,1,18
14852,1916,2,19,2,66
6471,996,1,17,2,16
13878,627,2,19,2,57
8479,1402,2,19,2,69
8626,1142,2,19,2,21
5290,1667,1,19,1,28
12386,847,2,19,2,3
14911,1712,2,17,1,12
8636,1280,2,20,1,4
12075,868,1,20,2,79
3860,624,1,20,1,62
13852,2059,1,21,2,68
10483,1353,2,18,2,12
10295,1603,1,21,2,61
12677,763,2,19,2,3
9990,669,2,20,1,77
8298,1553,2,17,2,31
11618,1710,1,20,2,72
3776,1585,2,20,2,60
14671,1799,2,19,2,17
6884,1339,2,20,1,17
7666,1993,1,21,1,31
4631,1201,1,17,2,1
11254,1451,2,19,2,17
6776,935,2,20,1,33
3025,1302,2,17,1,93
11036,1453,2,18,2,13
10271,871,2,20,2,52
11742,1365,2,18,1,73
11536,1858,1,19,2,15
4942,1868,1,21,1,81
6918,764,2,18,2,44
4986,628,2,21,2,91
8180,1509,2,18,2,15
5454,800,2,21,1,23
14313,1509,2,20,2,64
9483,1542,2,21,1,63
14383,1130,1,17,2,33
13229,964,1,20,2,4
11062,1129,2,18,2,78
9510,1789,1,17,2,44
14378,1316,2,20,1,96
14645,1174,1,20,2,2
14298,605,1,18,1,60
11859,777,1,18,1,55
4299,1289,1,20,2,93
11159,1309,1,17,1,56
4999,1259,2,21,1,78
4534,2001,2,19,2,51
6053,776,1,18,1,56
13270,2032,1,17,2,42
9630,839,1,19,1,4
10094,678,2,17,2,66
7623,729,2,19,1,10
10108,834,1,19,2,57
4892,710,1,21,1,53
8387,1425,1,18,1,12
6428,969,2,18,1,70
12698,1851,1,21,2,19
9776,786,1,21,1,90
14251,1751,1,21,1,83
6615,1844,1,19,1,99
3539,680,2,20,2,16
3486,823,1,17,2,96
3821,1925,2,20,1,74
9231,1071,2,19,2,55
12509,1721,2,18,1,79
9486,619,2,18,2,14
10899,1881,1,21,1,63
4161,755,1,17,1,28
9573,1811,1,17,1,31
9222,1078,1,21,1,76
4949,638,1,21,2,12
6572,1130,2,20,1,19
12384,1373,2,20,2,92
11681,2048,1,21,2,45
13922,1628,2,21,2,51
13347,796,1,20,2,36
13579,816,1,17,1,61
3551,910,1,18,1,76
7297,700,2,21,2,95
14328,1663,2,18,2,45
11831,1085,2,19,2,57
11269,1848,2,17,1,1
6784,1663,2,18,1,100
10151,1566,1,20,1,94
13795,1730,1,18,2,35
10856,1549,1,21,1,27
7201,1826,1,17,1,51
4697,1277,1,19,1,50
12822,1127,1,19,2,60
6599,1737,2,18,2,46
5816,615,1,21,2,46
6239,1450,2,18,2,25
10053,1225,1,17,1,44
5861,720,2,21,2,23
12214,1489,2,20,2,43
11511,1082,2,17,1,67
10725,1603,1,19,1,37
12332,1146,2,17,1,29
4515,2035,2,18,1,17
9123,850,2,20,1,37
12566,2072,2,19,2,7
11648,864,1,18,2,57
13315,648,1,17,1,24
14941,943,2,18,1,4
5788,1207,1,17,1,38
8822,1964,1,20,2,45
14931,964,1,18,1,49
3740,967,1,21,1,42
4006,2083,1,17,2,96
7615,1420,2,17,2,48
11541,1043,1,19,1,74
8618,960,2,17,2,27
12734,800,1,21,2,80
7230,887,1,17,1,40
6694,919,1,17,2,69
6065,1007,2,21,2,98
12726,822,1,20,1,95
14304,1538,2,19,2,36
6899,885,2,20,2,12
5791,850,2,19,2,89
9988,1614,2,19,2,92
12013,1707,2,21,2,44
14102,955,1,17,1,27
13572,2046,2,17,1,34
12398,1797,1,20,1,60
7643,995,2,21,2,50
7775,998,1,17,1,23
11834,748,1,18,1,45
3437,898,2,19,2,12
3179,851,1,20,1,50
3074,832,1,20,2,87
12976,1828,2,18,2,98
3330,1291,2,19,1,92
12166,1181,1,21,1,31
12876,687,2,17,2,15
8650,711,2,19,1,41
13243,1039,2,18,1,95
5188,662,2,18,2,91
13076,829,2,18,1,46
8469,1956,2,17,2,32
3866,1693,2,20,1,92
11977,1952,2,21,1,11
13548,679,2,20,1,6
7698,1787,2,19,1,22
4058,1199,1,18,1,30
12435,2017,1,19,2,77
3052,1185,2,19,2,79
11616,1796,1,18,2,89
7714,1948,2,21,1,60
6271,1187,2,19,2,81
7764,1536,1,19,1,6
5930,1559,1,18,1,5
9608,1213,2,18,1,44
9093,886,2,18,2,91
4861,1372,2,17,1,76
13859,1552,2,20,2,11
5903,810,2,20,1,57
13321,1365,1,21,1,93
14156,1703,1,17,2,59
13391,1657,1,21,2,19
6995,1233,2,20,1,1
3297,877,2,21,1,81
9529,2073,2,19,1,7
10865,1678,2,19,1,51
12878,1677,1,17,2,94
8437,823,1,20,2,68
12803,2049,2,20,2,17
4439,1024,1,18,1,70
5659,1359,1,21,1,36
6635,874,2,17,2,25
10215,1302,1,18,1,19
8287,1541,1,19,2,92
12598,979,2,21,1,69
9048,1033,2,19,1,56
14876,950,2,20,1,43
10416,1280,2,18,2,61
9390,723,1,17,2,53
4875,713,1,18,2,60
8743,1164,2,19,2,69
10388,1870,1,19,2,91
5738,1656,1,17,2,56
12833,1626,1,17,1,58
12691,632,2,18,2,42
12641,786,2,21,2,21
12587,1476,1,19,2,59
7670,2051,1,19,1,72
6062,1480,2,19,2,55
9450,661,1,20,2,2
10064,1296,2,18,2,92
8740,1324,1,21,2,50
9409,1779,2,19,1,3
9648,1417,2,17,1,61
12089,1705,2,21,2,68
11428,1908,2,17,1,58
12457,1905,2,17,1,12
3896,673,2,21,1,29
9823,1538,1,21,1,34
5506,1765,1,19,2,86
7987,1768,2,17,2,96
4810,613,2,21,1,92
11641,2004,1,17,2,75
8397,1595,2,17,1,27
11396,675,1,18,1,100
3830,915,2,21,2,12
14909,1539,1,21,1,72
13238,1371,1,18,2,3
12011,1219,2,21,1,14
10158,649,2,21,2,99
9540,1624,1,21,2,25
9054,781,2,21,1,56
13407,868,1,19,2,75
11257,1713,1,20,1,88
12682,649,2,17,1,93
4572,824,1,21,1,93
9710,601,2,19,2,88
11994,830,2,17,2,20
12117,1631,2,17,1,88
7421,1181,1,18,1,31
5379,1214,2,17,1,43
4062,917,1,17,2,7
9443,1998,2,21,2,61
6033,1901,1,20,1,99
6395,900,2,18,2,88
4155,1504,1,18,2,1
7796,1260,2,21,2,64
11775,1049,2,21,1,38
8185,1183,2,19,1,73
6337,1049,1,20,1,1
6394,1567,2,21,1,3
8898,1185,1,19,2,46
3329,1582,1,20,1,87
3310,2097,1,19,1,95
12080,1006,2,21,2,41
10409,985,1,17,1,90
6817,693,2,17,1,22
7757,1811,1,17,1,55
9661,1048,2,19,2,86
10930,835,2,19,2,38
7431,1255,2,19,2,9
9733,1955,2,18,1,76
9598,1689,2,19,2,97
11104,1554,2,21,1,100
13651,1590,2,17,2,3
6306,1389,1,17,2,79
13779,918,1,20,1,9
12542,1676,1,17,2,100
12516,1051,2,19,2,89
12331,1480,2,18,1,25
13148,693,2,18,2,58
12057,600,2,17,2,3
13183,969,2,20,2,51
9488,1921,2,19,1,68
7470,1466,1,19,2,34
13346,1942,1,17,1,22
4284,841,2,20,2,55
3471,2088,1,21,1,30
3950,1423,2,20,2,33
9348,2023,2,20,2,36
9690,1012,1,17,1,24
3972,1750,2,20,1,9
7421,1694,1,19,2,68
7291,1244,2,18,2,18
11280,785,1,21,1,28
11528,1619,1,20,2,3
5287,1455,2,17,1,95
9265,1664,2,20,1,96
7915,1598,2,17,1,41
9175,935,2,20,1,37
10037,1005,2,20,1,73
13598,1720,2,17,1,37
7611,1969,1,17,1,95
9514,1040,2,21,2,48
5639,1988,2,18,1,20
6174,1245,2,19,1,70
10014,1299,2,21,2,58
8201,1835,2,20,2,39
10205,1090,2,21,2,61
8560,1264,2,17,1,41
12635,1424,1,20,2,17
8466,1247,2,19,1,75
5716,648,2,18,2,86
11924,1969,1,21,1,47
5236,1987,1,18,1,72
5581,1468,2,18,1,32
3650,941,1,21,2,35
9066,1278,1,17,1,87
10674,1324,2,20,2,89
11278,1240,2,21,1,15
14340,786,2,19,1,59
8127,866,1,20,1,100
4932,1959,2,21,1,93
12666,1104,1,17,1,63
13872,1498,1,18,2,26
12732,962,2,19,2,11
4984,1605,2,20,1,34
3337,1754,1,17,2,52
12651,1337,1,19,2,70
4300,1249,2,17,1,68
11762,1102,2,20,2,50
11705,838,1,20,2,59
3718,668,1,20,1,52
3974,1485,2,17,2,8
5752,1819,2,20,2,17
12653,874,2,21,1,43
14227,1181,1,17,2,26
7624,1964,1,19,1,57
5256,2073,2,21,2,77
12050,750,1,20,2,72
13467,662,1,18,1,55
13445,1746,2,18,1,45
11217,1636,2,20,1,23
4922,766,1,17,2,67
3199,1399,1,19,1,68
11364,1559,2,20,2,28
13512,1950,1,17,1,80
14511,1271,2,19,2,93
10498,1658,2,21,2,15
10308,991,2,18,1,84
5098,1075,1,18,2,3
14166,898,1,20,1,8
13399,1854,1,19,1,37
3027,1086,1,18,1,86
9332,900,2,17,1,29
4921,1895,1,17,2,6
11264,765,1,17,1,36
12909,1634,1,20,1,100
8852,1905,2,17,1,96
4495,1805,2,21,1,4
11285,1191,1,19,1,100
10794,1203,2,20,1,34
4735,1039,2,19,2,67
8036,1084,1,17,1,49
3773,722,1,18,1,78
11066,1279,2,20,1,3
14342,1870,2,19,1,58
14948,1410,2,21,2,88
10151,1240,2,20,1,96
9431,1683,1,19,1,46
9728,859,2,21,2,70
11234,875,2,21,2,84
14597,1360,1,20,2,18
11720,832,1,17,1,38
14201,664,2,18,2,80
9130,897,1,19,2,72
5206,1254,2,19,1,23
5119,1819,2,20,2,81
4415,1331,1,19,1,89
12814,1646,1,19,1,18
9174,1928,1,20,1,32
6809,1767,1,18,1,91
4897,1469,1,17,1,9
9419,900,2,19,1,67
14308,1595,1,18,2,10
5558,1313,2,17,1,53
9913,1195,1,19,1,25
11998,1138,1,17,2,71
14228,1556,1,20,2,88
10708,2056,1,17,1,73
10644,1060,2,18,1,72
10464,1756,2,18,2,49
10753,660,2,17,1,9
6424,1750,1,21,2,26
6377,1898,1,20,2,18
6830,2028,2,19,1,10
5980,824,2,17,1,72
14290,1200,2,17,2,93
5704,761,2,18,2,66
12574,1627,2,17,1,64
10161,1574,2,19,1,3
6518,1307,2,20,1,6
12326,1201,1,17,1,90
9393,1974,2,19,1,19
13657,775,1,18,2,44
7750,860,1,19,2,60
4622,1375,1,20,2,92
12804,1245,2,20,1,41
7778,674,2,17,1,8
12093,1766,1,18,2,82
3262,1698,2,21,1,22
6472,1057,1,18,1,46
13774,1369,1,18,2,88
3348,1778,1,20,1,60
6893,1602,2,20,1,31
14245,1906,1,18,2,17
6963,1149,2,17,2,49
7515,1283,1,20,2,45
7030,1856,2,19,1,33
9075,1908,1,20,2,16
6271,1801,2,19,2,18
8670,1539,2,18,2,53
9239,1608,1,19,1,26
5725,1554,1,19,2,33
11373,1091,2,17,1,87
13734,1982,1,21,2,11
3563,1024,2,17,1,6
10160,1930,1,18,2,27
14182,1426,1,17,2,3
12361,2069,2,19,2,71
12393,1617,1,19,2,80
13324,893,2,21,2,74
11004,1025,2,21,1,25
8269,604,2,18,2,97
5475,2023,1,21,2,16
11654,2034,2,18,2,54
13735,1238,2,21,1,96
11079,809,1,18,2,88
13206,1227,2,18,2,92
9069,1568,2,20,2,16
7552,1822,1,19,2,27
5302,768,2,20,2,32
3326,1685,2,19,2,67
12221,611,1,18,2,36
14860,1305,1,19,2,68
13478,818,2,21,1,38
12151,1818,1,21,1,2
10616,1177,1,17,2,24
3215,2098,2,20,1,71
4741,1565,2,17,2,57
4967,1124,2,20,1,8
8555,1161,2,17,2,51
4710,1917,2,18,2,87
7795,840,2,17,1,65
9063,696,2,19,1,13
11672,2095,1,19,2,5
10459,906,2,19,2,18
4765,1289,1,20,1,86
8412,1829,2,18,1,41
13668,1172,2,19,2,54
5078,947,2,17,1,88
10994,1335,2,20,1,66
11904,630,2,18,1,100
9900,1151,1,17,2,89
4886,1152,2,19,2,14
3940,699,2,21,2,39
5390,1868,1,18,1,96
5939,1263,2,19,2,35
11222,1954,1,21,1,80
13904,922,2,21,2,36
4955,722,1,20,2,12
10550,1174,2,21,2,14
7990,2035,2,19,2,96
11272,1731,1,19,2,63
12915,1011,2,20,2,56
9067,1983,2,20,1,61
3264,889,2,19,2,29
4987,1192,1,17,1,35
8040,942,2,20,2,94
12228,2020,2,17,1,25
10314,954,1,17,1,41
5691,1457,1,17,1,66
12467,1495,1,20,2,60
7908,1571,2,17,2,19
6204,1389,2,21,2,5
11154,1580,1,17,2,57
13195,851,2,19,2,19
7447,1875,1,20,1,92
5596,1191,1,18,2,40
6580,1233,1,18,1,16
3243,1243,2,20,1,25
3673,921,2,19,2,7
14842,1419,2,21,1,77
4116,1254,1,17,2,50
13500,1293,2,18,2,93
8755,1789,1,21,1,71
14417,910,2,21,2,89
9722,1112,2,21,1,83
6387,1119,1,20,1,42
14858,1398,2,17,1,9
11827,673,1,19,2,8
7596,945,1,19,1,33
4933,1543,1,20,2,46
4516,679,2,19,1,29
8208,1751,2,20,1,10
4509,1424,2,17,2,25
6669,1042,2,18,2,57
9687,1305,2,18,1,47
8585,1904,2,20,2,1
11578,1455,2,19,1,14
9326,1486,1,19,2,99
9906,1921,1,20,1,63
12071,1126,1,21,1,29
5387,1913,1,17,1,28
13846,817,1,19,2,2
13303,1498,1,19,2,14
6797,1499,2,21,1,76
9758,817,1,18,1,47
4720,1521,2,21,2,47
8784,1733,1,21,1,92
6100,1974,2,19,1,59
3084,1124,2,19,2,26
8525,1505,2,18,1,16
14110,895,2,17,2,21
12646,684,1,17,2,35
14332,1958,2,19,1,53
12584,1046,1,19,1,73
6686,1333,2,20,2,42
6874,1857,1,18,2,84
3853,1222,1,17,1,88
14394,1055,1,17,1,8
14329,957,2,20,2,98
13949,1206,2,20,2,93
14979,1027,1,21,2,66
13457,1340,1,18,1,65
7216,723,1,21,1,64
14203,1084,2,17,2,93
14449,1543,2,18,2,33
14284,740,1,17,2,49
8116,810,1,20,1,40
14832,626,1,18,1,3
7001,1517,2,21,2,61
5138,2028,1,17,2,53
14835,1738,2,17,2,65
3760,1571,1,19,1,92
14697,1193,1,20,2,86
12667,1018,1,19,2,51
8035,1680,1,18,2,91
7693,2079,2,17,1,69
5375,867,1,20,2,67
4602,1738,2,19,1,84
5792,1788,2,18,2,38
7177,974,1,19,1,54
11247,1771,1,21,2,98
12038,1138,2,21,1,12
12158,803,2,17,1,49
14011,1086,2,17,1,11
7810,1799,2,21,1,37
12207,899,2,17,2,1
12613,1412,2,19,2,17
8156,1078,1,19,2,30
6358,1340,2,17,2,65
3022,1824,1,21,2,59
14198,2062,1,19,1,26
14565,2050,1,18,1,53
14536,1070,1,17,2,36
8230,1042,2,19,1,78
4817,1329,1,20,1,50
13828,1487,2,19,1,71
6657,631,2,20,2,42
10724,1877,2,18,2,57
11919,1238,2,21,1,55
14121,846,2,17,1,57
11978,919,2,20,1,20
10199,1114,2,18,2,48
5704,702,1,20,2,2
12089,1452,1,18,2,70
7352,1581,1,19,1,13
12984,1511,1,21,2,79
10694,1416,1,20,2,19
8001,1392,1,17,1,80
11343,1457,1,17,2,68
14152,1327,1,19,2,75
12462,1516,1,20,1,54
8700,1982,1,19,1,72
14714,1519,1,20,1,96
4974,1377,1,20,1,35
13391,898,1,18,2,78
7105,1879,2,20,2,19
4782,1359,2,19,2,68
7664,1592,1,17,1,8
12103,1446,1,19,2,10
14941,1064,1,18,1,78
9578,852,2,18,1,61
11782,976,2,21,1,82
10577,604,1,18,2,50
11285,1158,2,21,2,77
12570,1231,1,19,1,70
11993,1407,2,21,1,32
13665,1439,1,20,2,75
13117,755,2,20,1,99
8261,1256,2,18,2,59
14982,1459,2,17,2,43
8964,1848,2,17,1,67
13364,622,2,21,2,28
13755,694,1,19,1,37
14955,1119,1,19,1,37
10631,740,1,19,2,2
11337,1970,2,21,1,69
11537,1910,2,18,1,28
8116,936,2,17,2,80
12253,1090,2,17,2,9
10718,2049,1,21,2,17
14862,698,1,18,2,52
10825,1438,2,17,2,98
12571,999,2,21,1,51
14350,835,1,17,2,71
14209,1579,1,20,1,97
3715,1930,2,21,2,70
6399,1353,2,19,2,89
4225,1418,1,19,1,80
7427,1981,1,19,1,12
6378,2047,1,19,1,95
4919,635,2,19,2,57
9501,1212,1,21,1,35
11905,1397,2,19,2,73
14545,1558,2,19,2,5
6206,1463,2,19,1,25
5404,1497,1,20,1,49
7864,928,1,18,2,68
14194,1642,1,18,2,45
11684,1180,2,17,2,64
11170,1884,2,19,1,88
4810,1654,2,21,1,27
5143,1350,1,18,1,95
5818,907,2,21,2,92
7841,1021,1,17,1,8
11420,1532,1,17,1,20
11100,840,2,20,1,22
9524,1815,2,20,1,83
12897,817,2,17,2,54
10193,988,1,20,2,75
14075,1362,1,21,1,55
3146,1388,2,19,2,95
5725,957,2,17,2,82
14147,1763,1,18,2,82
12361,1652,1,21,2,13
14306,1305,2,19,1,46
8522,798,2,20,2,20
6882,1578,1,20,2,47
10789,1330,2,21,2,62
11870,1970,2,21,2,70
4652,1983,1,20,2,39
5435,842,1,21,1,30
11312,1471,1,19,2,51
9818,785,2,18,1,46
13647,1482,2,20,2,84
10611,1510,1,21,2,32
3653,1633,2,19,2,20
11139,1590,1,19,1,21
3824,942,2,17,2,41
9081,1800,2,18,2,10
12700,2078,1,19,2,84
9776,2078,1,17,2,7
4145,660,1,17,1,46
9609,1989,1,19,1,100
11014,647,2,21,1,21
12613,1098,1,19,2,36
9464,1389,2,21,2,95
6945,1940,1,21,2,2
11169,1175,2,21,2,50
7379,1595,2,21,1,41
13511,1274,1,19,1,53
14469,645,2,21,1,85
6444,1179,2,17,1,83
14121,1248,1,19,2,86
11844,683,2,19,1,2
10768,1469,1,20,1,94
11722,1784,1,19,2,33
9915,1703,2,20,1,59
9136,785,2,17,2,59
5096,1406,2,20,2,74
4314,1602,2,17,1,5
10934,987,1,17,2,8
8946,992,1,20,1,53
8230,1512,2,20,2,7
10487,648,1,21,2,75
4655,1177,2,19,2,49
11431,1870,2,18,1,67
12488,1569,1,19,2,14
11663,645,1,20,2,95
8496,1840,2,20,2,80
14362,1494,2,17,1,9
12834,2037,2,21,2,97
4779,606,2,19,2,80
10541,1376,1,18,2,31
4753,1341,1,21,2,95
6126,1231,1,17,1,87
13454,2005,1,20,2,37
7995,1672,1,19,1,97
11295,1399,2,20,2,61
11752,1738,1,21,1,23
4134,827,1,19,1,91
13320,2033,2,20,1,89
14004,1099,1,18,1,43
10198,1093,1,17,2,63
12973,996,1,19,1,2
9447,1224,2,20,1,44
12489,869,2,17,2,50
12214,1500,1,21,1,37
9407,1533,1,20,1,92
11736,1607,1,20,2,56
8440,755,2,20,1,46
7187,1672,1,20,1,45
8322,1094,2,19,2,89
13619,2054,1,17,1,98
11927,1073,1,17,2,1
14974,1470,2,21,2,89
14506,1805,1,20,2,67
13127,877,1,19,1,2
5122,1294,2,20,2,86
3650,1546,1,17,1,54
3442,1477,1,21,1,81
6003,1181,1,21,2,65
14783,931,1,21,2,78
12545,1630,1,20,2,99
4202,1113,1,19,1,43
14489,1477,2,17,2,12
3552,1993,2,20,2,34
14748,736,2,20,2,14
9227,1147,2,19,1,13
5584,1128,2,20,2,71
9155,1860,2,20,2,51
6508,1094,1,20,1,71
10035,1984,2,17,1,68
14279,1918,2,20,1,6
14078,1256,2,18,1,90
4778,656,1,17,1,51
6604,1282,2,21,2,52
4265,1284,1,19,2,25
14089,1525,2,17,2,53
9542,1961,2,18,1,85
12115,878,1,18,1,7
4341,1465,1,17,2,19
7986,1333,2,17,2,99
8863,1526,2,18,2,8
10237,1627,1,17,2,16
11271,1308,2,18,1,83
4463,1326,2,17,1,47
12150,975,1,19,1,91
6510,1673,2,19,1,82
7687,1094,1,21,2,99
6314,741,1,17,2,13
9917,784,1,21,2,79
7189,811,1,19,2,91
7686,1912,2,19,2,99
6802,1424,1,21,2,29
5365,1640,1,18,1,82
12442,1222,1,19,2,69
10524,1565,2,17,1,61
14661,886,1,18,2,67
11644,1916,2,21,2,87
5084,1742,1,20,2,92
12725,1248,1,21,1,70
4467,1122,1,20,2,51
14173,811,2,18,2,93
4551,975,1,20,2,42
5641,1582,1,17,1,97
7803,951,1,20,2,70
13525,1900,2,18,2,99
14792,1165,2,19,2,25
3138,1710,2,17,2,98
7164,1731,1,21,1,30
10809,798,2,17,2,10
14248,857,2,18,2,38
6748,638,2,18,1,26
13678,1140,2,20,2,98
13498,979,1,20,1,48
10295,1110,2,20,2,53
6457,1954,2,21,1,59
14030,1435,2,18,2,46
14682,888,2,17,1,26
11331,1696,2,18,2,10
4724,955,2,17,1,90
8536,1382,2,21,2,2
7848,1807,2,20,1,60
13928,1318,2,21,2,58
3220,1295,2,21,1,86
4984,1251,1,19,2,84
9243,1441,2,21,2,29
6808,1179,2,19,2,20
7177,1608,1,17,1,16
3371,999,1,18,2,34
9693,784,2,19,1,32
5915,1364,1,19,2,93
7215,1055,2,19,1,68
7704,1993,2,19,2,39
8719,1261,2,17,2,19
12461,1333,2,20,2,63
8745,1284,1,17,1,91
9557,1899,2,20,1,16
7932,1033,1,17,2,53
11362,874,2,21,1,3
10457,909,2,17,2,70
6543,735,2,17,2,79
13801,1999,2,18,2,7
3418,1943,1,18,2,13
12893,754,1,18,1,15
9719,1111,1,21,1,28
8411,2068,1,17,1,97
8765,1650,1,18,1,88
9803,1410,2,21,1,27
10519,1602,1,17,2,5
13513,1535,1,19,2,33
6767,2027,1,18,2,42
6709,606,2,17,2,38
13306,1590,2,19,2,46
7742,1622,2,21,1,36
14802,1021,1,19,2,48
10367,1184,1,20,2,41
13290,807,1,19,1,16
12006,1686,2,18,2,27
5762,1951,1,18,2,44
3523,1321,1,20,1,36
6042,1504,1,17,1,70
5595,1214,2,20,2,51
8268,2085,1,17,1,10
13314,1190,2,19,2,35
12094,947,1,21,2,73
6344,1031,1,20,1,88
13988,903,2,18,2,5
11303,755,1,21,2,86
12242,1223,2,18,1,11
7324,2028,2,18,1,75
13607,730,2,18,2,78
7826,1291,1,17,1,87
9474,1776,1,21,2,75
12984,1681,1,19,2,77
14844,642,1,17,2,74
7373,839,2,17,1,47
5747,1193,1,20,1,2
13875,1433,1,20,1,90
9904,1032,1,17,1,14
11061,1918,2,18,1,44
13008,1186,1,18,2,8
10793,1445,2,19,1,70
10620,1427,2,17,1,49
8542,1716,2,17,2,34
9391,1311,2,19,2,70
9878,1222,1,18,2,37
4291,1530,2,19,2,54
13617,997,1,17,1,22
7562,683,2,20,2,63
12295,686,2,18,2,1
13107,1328,1,21,1,21
12991,668,2,17,1,85
11511,825,2,21,2,28
11234,1890,1,17,2,90
6617,1365,2,21,2,76
5317,753,1,18,1,15
9684,900,2,19,2,76
10301,1524,1,18,2,33
7370,1285,1,17,2,27
8864,1412,2,17,2,58
13894,1662,2,19,1,99
13695,1756,1,21,2,99
5631,661,1,17,2,58
6007,1392,2,19,2,74
9889,1135,2,18,2,68
11696,1003,2,18,2,18
11079,890,2,20,1,62
11468,854,1,19,2,24
12018,1717,1,19,2,60
14247,2065,2,17,1,21
14388,1614,1,17,2,18
8298,1534,2,20,1,60
6452,1620,2,17,1,16
9339,852,1,18,1,91
13580,1910,1,21,2,59
12001,1469,1,18,1,99
12783,1815,2,21,2,12
3030,2090,2,18,1,37
8059,1392,2,19,1,89
12670,767,2,20,1,15
8204,628,1,20,2,50
7750,853,2,18,2,16
3495,1534,2,19,2,82
12185,1022,1,21,1,54
11775,1224,1,20,2,43
7878,1735,2,19,1,29
14700,1906,2,20,2,85
14034,831,1,20,1,82
14695,2069,2,21,1,53
14254,1699,2,18,1,68
12053,1470,1,18,1,1
10375,1442,1,20,2,92
11671,1095,1,21,1,59
10697,927,1,18,2,29
12037,1204,2,21,2,12
8869,1729,2,19,1,35
13611,1407,1,20,1,6
6564,699,1,18,2,54
10292,1263,1,17,2,15
4734,1547,2,17,1,25
3822,1706,1,21,1,62
4397,2003,2,21,2,56
10034,1185,1,21,1,22
6691,847,2,17,2,35
4406,1751,1,19,2,95
10467,763,2,18,1,24
10540,1878,1,17,1,89
3231,1320,1,17,2,47
8067,2057,2,18,2,33
13966,610,1,20,1,30
14314,820,1,19,2,60
10420,887,2,20,1,49
14354,1150,1,19,1,55
12791,1225,1,19,1,85
4418,1722,1,19,1,46
6276,1207,2,20,1,22
14536,1078,2,21,1,46
14952,1059,1,18,1,29
4939,2030,1,19,1,99
11219,1883,2,18,1,14
9777,1854,2,17,2,49
5995,1108,1,17,2,99
14272,697,1,20,1,21
6905,1097,2,17,2,75
12711,789,1,20,1,77
5672,850,1,19,2,47
6669,916,1,21,2,72
4135,1820,1,17,2,91
10649,1868,1,18,2,68
10862,1858,2,21,1,44
10172,1037,1,18,1,68
6459,1666,1,21,1,72
12654,1130,2,17,1,82
14146,808,2,17,1,72
12413,1978,1,18,2,30
10700,1338,2,18,2,17
12260,1962,2,20,2,75
7310,1111,2,20,2,75
13970,1326,2,20,2,75
12059,2100,2,19,2,59
9671,1175,1,21,1,74
11403,1385,1,19,1,74
10258,920,2,19,1,3
8030,2049,1,20,2,83
6382,676,2,21,2,13
10036,682,2,17,1,33
5926,1862,1,21,2,97
4914,983,1,21,1,47
8451,2056,1,17,2,68
7163,625,2,18,2,53
11739,1274,1,21,2,48
14070,887,1,20,2,95
9469,714,1,17,2,97
7194,1140,1,17,2,46
8671,794,2,18,1,83
12397,747,2,17,1,57
11004,1625,1,18,1,43
11409,1249,2,19,1,71
8377,1794,2,21,1,50
8047,733,2,17,2,32
9447,1437,1,20,2,56
12891,1903,1,20,1,17
11750,925,2,19,1,40
13835,1955,2,18,1,92
4961,1611,2,20,2,53
3225,1765,1,21,2,5
7600,1311,2,19,2,63
6713,1239,2,17,2,10
12484,1955,1,19,1,63
5392,1996,1,19,1,6
12892,969,1,19,2,52
3480,1577,1,18,2,95
4993,1103,2,18,2,97
14430,1776,2,18,2,9
13800,1313,1,18,1,27
6351,1759,2,21,2,52
11512,1569,2,20,2,6
12441,1159,2,20,1,31
6844,620,2,19,2,36
3456,1509,1,21,1,90
8632,1132,1,17,1,56
5663,1805,2,17,2,98
10556,2023,2,18,2,79
4410,1456,2,19,2,36
11336,1566,2,17,1,95
5479,1321,1,21,1,32
10514,930,2,20,1,36
7948,778,2,17,2,12
6824,1451,1,20,1,15
8119,1739,1,19,2,93
9468,991,1,19,2,81
5234,853,1,20,1,14
14224,1687,2,17,2,64
3106,1877,1,17,2,79
9361,1906,1,17,1,59
7774,1791,1,20,1,48
11090,1492,2,20,2,48
7404,1026,2,19,1,56
10623,2022,1,19,2,3
14841,1999,2,18,1,95
6462,632,1,20,2,20
3233,804,2,21,2,55
13256,1395,1,19,1,42
10088,1473,2,21,2,30
10435,1047,2,19,2,14
10142,770,1,21,1,82
6204,1531,1,21,2,92
9421,1285,2,20,2,33
14670,1105,2,17,1,36
4091,740,1,20,1,45
8874,961,2,17,2,73
12419,1182,1,19,2,42
5798,777,1,18,1,5
7247,1341,2,18,2,14
8800,1959,2,19,2,1
5915,1510,2,20,1,86
7772,1170,1,19,2,91
11187,1782,2,17,2,71
12682,2098,1,21,2,55
13911,1170,1,18,2,46
3741,894,1,18,2,40
