age,gender,city,branch,mention,tuition,school,competence,socialmedia,website,contact,wage,costliving,rural,INTEREST
20,1,4,1,4,30000,2,2,23,9,10,13488,2082,1,0
21,1,2,1,3,30000,4,4,30,19,20,12909,1980,0,1
26,1,4,1,4,30000,2,4,18,10,9,8647,2105,1,0
21,1,5,1,2,30000,49,4,20,14,2,10057,2771,0,0
19,2,7,1,4,30000,17,3,20,6,14,11990,2275,1,1
18,1,2,1,3,30000,44,2,9,9,22,4878,1809,0,0
20,1,2,1,2,30000,36,2,6,29,31,6594,2634,0,0
22,2,4,1,4,30000,1,3,31,15,12,14784,2720,0,1
21,2,8,1,3,30000,38,3,1,16,34,14992,2675,0,1
25,2,7,1,3,30000,52,2,27,11,13,10573,2153,0,0
24,1,3,1,2,30000,22,3,21,23,12,8478,1902,0,0
25,1,6,1,4,30000,11,2,25,29,20,7277,1970,0,1
22,2,3,1,1,30000,2,1,29,28,13,10931,2375,1,0
26,2,7,1,1,30000,21,4,2,10,33,13492,2323,0,1
23,1,6,1,4,30000,1,4,5,9,24,3434,2762,0,1
24,2,1,1,3,30000,16,4,9,16,7,3527,1944,0,1
23,1,7,1,1,30000,3,4,18,14,6,9104,1876,0,1
18,2,7,1,1,30000,44,3,21,11,30,10578,1855,1,0
25,1,1,1,4,30000,24,3,3,13,34,14475,2412,0,0
25,1,8,1,1,30000,51,4,25,8,28,6936,1971,1,1
23,2,4,1,3,30000,3,1,21,16,21,12945,1902,0,0
26,1,2,1,3,30000,3,2,32,13,11,12914,1810,0,0
20,1,5,1,2,30000,40,3,18,25,25,6474,1873,1,0
21,1,2,1,2,30000,29,3,5,11,25,3476,2685,0,0
18,2,5,1,2,30000,40,4,30,6,14,7824,1970,0,0
20,2,6,1,2,30000,53,4,24,7,10,4741,2420,1,1
26,1,1,1,2,30000,20,2,6,7,3,8784,2131,0,0
21,2,4,1,3,30000,46,2,1,20,34,6792,2773,0,0
25,1,7,1,2,30000,36,3,10,25,15,9610,2919,0,0
21,1,2,1,4,30000,41,4,2,12,29,4648,2866,1,1
25,1,5,1,4,30000,7,4,23,21,18,14097,2903,1,1
21,2,5,1,1,30000,36,2,9,31,26,14434,1848,1,1
25,2,8,1,1,30000,34,4,3,28,20,9284,2805,0,1
18,2,1,1,2,30000,3,4,2,13,17,4942,2053,1,1
21,2,6,1,1,30000,49,3,6,20,21,6566,2009,0,1
22,1,6,1,1,30000,30,3,26,32,8,6183,2811,0,0
18,2,4,1,3,30000,17,2,30,17,23,9939,2876,1,1
20,2,8,1,2,30000,18,4,20,30,14,14178,2474,0,1
25,2,6,1,4,30000,16,4,20,31,21,8736,2763,0,1
23,1,1,1,4,30000,56,2,8,26,13,4920,2090,0,0
21,1,4,1,4,30000,41,4,12,15,8,4634,2348,0,1
26,1,3,1,4,30000,29,1,10,7,28,6046,1856,0,0
25,2,3,1,1,30000,23,1,10,7,9,12132,2122,0,0
18,2,4,1,3,30000,23,3,11,14,26,13842,2549,1,0
19,1,6,1,4,30000,19,3,28,21,10,11984,1974,0,1
25,2,5,1,4,30000,19,4,17,17,11,4842,2029,1,0
20,2,3,1,2,30000,6,2,1,28,13,7664,2499,1,1
23,2,6,1,4,30000,30,3,9,17,24,11327,2030,1,0
20,1,4,1,4,30000,6,3,21,27,8,3177,2223,1,1
18,1,8,1,4,30000,27,1,17,4,1,8460,2421,1,1
18,2,8,1,4,30000,5,1,14,28,4,7137,2519,0,0
18,2,7,1,2,30000,21,2,16,3,31,7111,1821,1,1
22,1,2,1,2,30000,54,3,19,18,16,8062,2178,1,1
19,2,8,1,2,30000,15,2,12,19,23,3400,2350,0,1
23,2,2,1,2,30000,26,3,1,30,23,8254,2397,1,0
21,2,4,1,4,30000,29,1,20,21,31,6294,2624,0,1
18,1,2,1,3,30000,33,1,23,30,6,11110,2701,0,0
25,2,4,1,1,30000,56,3,20,7,22,13529,2428,1,0
22,1,2,1,1,30000,42,3,5,17,3,13350,2505,0,1
20,1,2,1,3,30000,41,3,13,28,26,3769,1939,1,1
21,1,3,1,2,30000,21,2,6,29,1,6711,2611,1,0
26,1,4,1,3,30000,37,1,25,6,7,5340,2442,1,1
26,2,1,1,2,30000,4,1,21,21,11,8179,2018,0,1
22,1,2,1,1,30000,48,3,26,26,10,4794,2957,1,0
23,1,4,1,3,30000,20,1,27,8,19,12529,2317,1,0
24,2,1,1,4,30000,14,2,16,17,30,8974,1877,1,1
23,1,8,1,4,30000,21,2,20,12,6,7520,2934,0,0
22,1,6,1,4,30000,51,3,8,5,7,11421,2336,1,0
25,2,1,1,4,30000,27,2,24,16,27,7451,2965,0,1
21,2,4,1,2,30000,45,2,31,5,24,12502,2373,0,1
24,2,6,1,4,30000,46,2,8,27,7,3913,2163,1,1
25,2,5,1,4,30000,29,4,25,9,28,4329,1908,0,0
18,2,3,1,4,30000,41,4,18,8,13,12847,2141,0,1
26,1,6,1,2,30000,7,1,22,5,12,3501,2641,0,1
26,2,5,1,3,30000,17,3,17,15,11,4021,2201,0,0
18,2,1,1,2,30000,39,4,22,29,12,8338,1993,1,0
24,1,5,1,3,30000,18,2,19,10,2,10731,2157,1,1
26,2,1,1,2,30000,39,3,32,33,10,7095,2937,1,1
24,2,4,1,1,30000,35,2,22,2,17,10433,2704,0,1
18,2,1,1,2,30000,26,4,23,33,23,3885,2108,0,1
22,1,5,1,2,30000,11,1,2,29,6,12804,2496,0,1
18,2,6,1,3,30000,35,4,9,6,9,14589,2223,0,1
18,1,8,1,1,30000,19,4,33,7,11,5752,2450,1,0
25,1,6,1,2,30000,20,2,30,20,10,6572,1819,0,1
19,2,4,1,4,30000,20,1,14,19,4,14341,2590,0,1
24,1,6,1,4,30000,14,1,26,8,10,10320,2021,1,0
21,2,6,1,2,30000,34,1,16,15,16,8906,2723,1,0
18,1,8,1,3,30000,44,1,14,6,18,6327,2626,1,1
23,1,6,1,2,30000,23,3,33,8,9,11248,2084,0,0
20,2,5,1,4,30000,50,4,24,28,29,9571,2542,0,0
26,1,2,1,2,30000,12,4,17,31,26,9513,2118,0,1
19,1,4,1,4,30000,48,4,12,31,19,12237,2906,1,0
18,1,4,1,4,30000,45,4,29,17,19,4909,2899,1,0
23,2,2,1,3,30000,48,3,15,9,13,13447,2633,1,0
25,1,3,1,1,30000,27,2,6,16,19,10020,2842,1,0
26,2,5,1,4,30000,11,4,6,25,6,11819,2473,1,1
21,2,1,1,3,30000,14,4,4,7,30,11785,2029,0,1
19,1,7,1,3,30000,4,1,30,14,5,10120,2190,0,0
18,2,7,1,3,30000,5,3,17,5,11,14029,2377,1,1
19,2,5,1,2,30000,52,4,5,4,29,5287,2713,1,1
21,1,7,1,3,30000,35,4,5,10,16,3205,1966,0,0
18,1,5,1,2,30000,3,3,13,20,23,14780,2708,1,1
24,2,8,1,1,30000,42,1,23,8,15,11170,1919,1,1
22,2,4,1,4,30000,48,3,9,5,15,6680,2130,1,1
23,2,4,1,3,30000,50,4,18,13,17,7374,2984,0,1
22,2,2,1,3,30000,10,3,28,5,5,10719,2333,1,0
25,1,8,1,1,30000,13,4,8,22,23,9908,2942,1,0
19,2,7,1,3,30000,48,1,22,32,8,5296,2851,1,1
18,2,2,1,2,30000,15,4,24,29,31,8335,2577,1,1
21,2,7,1,4,30000,42,3,30,32,7,4895,2820,0,0
20,2,4,1,1,30000,6,1,26,18,25,14877,2340,1,1
18,1,1,1,2,30000,37,1,1,11,12,5667,2972,0,0
25,2,5,1,1,30000,48,4,13,30,3,14630,2687,0,0
25,2,6,1,1,30000,18,2,10,15,34,4533,2168,1,0
23,1,1,1,3,30000,23,3,20,22,3,10404,2154,1,0
22,2,6,1,1,30000,49,4,4,25,22,12242,2841,0,1
21,2,8,1,2,30000,50,2,25,16,10,13056,2060,1,0
26,1,6,1,3,30000,4,2,31,7,31,6799,1995,0,1
21,1,5,1,2,30000,40,1,4,22,25,3322,2669,1,0
19,1,4,1,4,30000,27,2,13,4,5,9501,2692,0,1
24,2,5,1,4,30000,20,4,24,32,8,10925,2239,1,1
25,1,3,1,1,30000,56,2,22,5,23,3154,2484,1,1
25,1,5,1,3,30000,43,1,24,28,33,13115,1868,1,1
23,2,4,1,3,30000,45,2,33,21,21,11766,2232,0,1
24,2,3,1,3,30000,55,2,15,27,18,11751,2932,1,0
18,2,3,1,4,30000,50,2,5,21,17,10674,2727,1,0
20,1,3,1,3,30000,6,3,4,7,32,12476,2682,1,1
25,2,3,1,1,30000,40,3,20,17,9,7668,2542,1,1
24,1,1,1,2,30000,34,1,27,23,20,10090,2506,1,0
23,2,6,1,1,30000,53,3,27,8,17,7701,1980,1,1
26,1,2,1,2,30000,31,1,8,24,18,14441,1895,1,1
19,1,3,1,1,30000,6,1,26,1,5,14090,2781,0,0
18,1,5,1,4,30000,29,3,22,5,9,13732,2323,1,1
26,1,3,1,1,30000,45,3,18,16,4,7520,2017,0,0
20,2,7,1,3,30000,41,2,19,29,22,5440,2832,1,1
25,1,5,1,3,30000,38,4,2,20,19,11251,2382,1,0
25,1,6,1,3,30000,26,1,12,9,32,6353,2928,1,1
24,2,5,1,4,30000,24,2,31,18,30,3864,2503,1,1
26,1,6,1,3,30000,44,3,14,3,13,11042,2508,0,1
26,1,1,1,1,30000,54,4,21,21,15,5359,2735,0,0
21,1,5,1,3,30000,34,1,28,21,33,8049,1955,1,1
19,2,2,1,1,30000,4,2,3,3,32,4649,2828,1,1
24,2,4,1,4,30000,33,3,32,26,1,7729,2966,0,1
24,1,4,1,1,30000,34,2,9,3,2,11260,2577,0,1
22,2,8,1,4,30000,55,1,32,22,26,14147,2120,0,1
23,2,1,1,4,30000,6,1,24,7,34,11627,2344,0,0
26,1,7,1,2,30000,48,3,27,1,33,7339,2490,0,1
21,2,8,1,1,30000,56,4,10,3,1,11510,2244,1,1
26,2,7,1,1,30000,31,2,30,11,29,8414,2514,1,0
22,2,1,1,2,30000,2,4,33,29,22,3179,2411,1,1
18,1,7,1,1,30000,40,4,31,5,11,7587,1831,1,1
18,2,1,1,3,30000,55,1,1,21,25,5775,2194,0,0
23,2,8,1,3,30000,22,1,15,17,25,12615,1841,1,1
22,1,7,1,3,30000,29,2,20,22,20,6831,2692,0,0
24,2,2,1,2,30000,54,1,9,1,25,12268,2412,0,0
19,1,6,1,2,30000,50,1,33,22,23,14569,2300,0,1
24,1,8,1,4,30000,21,4,18,17,16,6823,2769,0,0
19,2,3,1,3,30000,22,4,13,4,2,13833,1930,1,1
26,1,1,1,3,30000,56,2,26,32,7,9821,2472,0,0
18,2,5,1,2,30000,37,3,21,3,18,5968,1917,0,0
25,1,5,1,1,30000,16,4,8,4,21,8923,2075,0,1
24,2,2,1,4,30000,15,4,9,26,24,5855,2508,0,0
20,1,2,1,3,30000,23,3,16,21,31,7007,2673,1,1
18,2,5,1,1,30000,13,4,1,3,22,7464,1837,0,0
23,1,2,1,2,30000,9,2,1,1,29,14955,1848,1,1
21,1,6,1,1,30000,11,4,25,22,23,8301,1893,0,1
21,1,8,1,2,30000,25,1,29,20,4,10716,1988,0,1
22,2,6,1,3,30000,54,1,33,15,30,8783,2460,1,0
23,1,5,1,3,30000,42,2,32,12,16,9075,2266,1,1
24,2,4,1,4,30000,35,1,22,24,30,13239,2038,1,1
25,1,1,1,4,30000,45,2,3,2,27,12268,2390,0,0
25,1,7,1,1,30000,12,4,22,12,3,11202,1965,1,1
19,1,7,1,4,30000,46,4,2,20,17,14415,2157,0,1
19,1,3,1,3,30000,23,1,31,14,33,7822,2939,0,0
21,1,2,1,2,30000,18,2,18,32,28,11588,2645,1,0
25,1,2,1,4,30000,12,1,27,6,33,11658,2478,0,1
21,1,2,1,3,30000,1,3,11,27,16,9913,2246,1,0
25,1,2,1,2,30000,24,1,4,25,15,11964,1906,0,1
19,2,3,1,1,30000,3,1,8,30,21,8831,2459,0,1
25,1,4,1,3,30000,49,4,25,21,16,4938,2913,0,0
19,2,1,1,3,30000,31,1,16,19,22,14040,1857,0,1
25,1,1,1,4,30000,9,3,8,25,18,6428,2856,1,1
20,2,8,1,3,30000,3,2,4,12,25,10586,1996,0,1
20,2,3,1,4,30000,26,3,6,7,16,9881,1992,1,0
20,2,8,1,4,30000,33,3,10,21,22,7919,2046,0,0
21,1,8,1,4,30000,3,2,31,32,23,3880,2998,0,0
19,2,2,1,4,30000,32,1,9,19,18,6992,2631,1,1
22,1,7,1,1,30000,11,1,2,12,32,7105,2244,1,0
21,2,6,1,1,30000,51,4,7,21,15,8129,1973,1,0
23,1,6,1,1,30000,7,4,17,30,9,3778,2046,0,0
26,2,6,1,4,30000,23,2,16,33,7,4543,2550,0,1
24,2,8,1,4,30000,43,1,2,10,18,12260,2198,1,0
18,2,3,1,2,30000,18,1,32,6,33,11510,2195,0,1
25,1,7,1,3,30000,35,1,7,29,22,10229,2509,1,0
19,1,3,1,2,30000,17,2,30,18,14,8281,2734,1,0
24,2,2,1,2,30000,5,2,5,27,17,6034,2298,0,1
19,1,5,1,3,30000,5,3,17,4,10,4429,2029,1,1
24,1,7,1,4,30000,53,1,7,26,28,14729,2418,0,1
25,2,3,1,4,30000,4,4,3,20,19,12451,2157,1,1
24,2,4,1,2,30000,27,3,30,28,13,8257,2899,1,0
18,2,8,1,2,30000,56,4,12,4,4,10377,2155,0,0
26,1,6,1,3,30000,24,1,1,16,34,12025,1886,1,1
21,1,7,1,3,30000,23,3,19,31,33,7116,2486,0,1
20,2,8,1,4,30000,33,1,16,5,24,7028,2143,1,1
24,1,1,1,2,30000,38,2,22,20,18,5019,2329,1,1
24,2,7,1,4,30000,6,3,22,31,28,4221,2934,0,1
26,2,5,1,1,30000,4,2,32,26,20,8626,2812,1,0
21,2,6,1,1,30000,19,4,26,28,14,11120,1992,0,0
22,1,2,1,2,30000,22,1,21,3,18,7835,2336,0,0
18,1,3,1,2,30000,44,4,10,23,15,10188,1814,0,0
19,2,2,1,2,30000,39,1,24,12,20,10174,2038,0,1
23,1,7,1,1,30000,51,1,14,1,30,10108,2293,0,1
22,2,7,1,1,30000,1,4,33,25,23,10969,2939,0,0
18,2,2,1,3,30000,19,4,14,9,17,4598,2842,1,1
21,1,3,1,4,30000,18,1,14,1,1,14854,2834,0,0
21,1,3,1,3,30000,36,1,6,8,19,6932,2467,0,1
24,1,8,1,3,30000,50,4,28,6,9,3452,1898,0,0
22,2,5,1,3,30000,37,1,29,16,4,6058,1890,0,0
21,2,5,1,3,30000,20,3,3,15,6,8852,1836,1,1
21,1,5,1,4,30000,15,3,6,14,10,8605,2462,0,1
21,2,3,1,1,30000,31,4,10,31,27,9422,1877,0,1
20,1,3,1,1,30000,1,4,9,22,28,14668,2316,0,1
23,2,1,1,1,30000,14,4,11,13,11,13756,2462,1,0
21,1,5,1,3,30000,27,1,28,14,7,8196,1972,1,0
23,1,6,1,1,30000,26,1,31,32,8,6851,2508,0,0
26,1,3,1,2,30000,36,4,22,8,13,7265,2895,1,0
25,1,5,1,2,30000,16,1,4,19,7,4919,2474,0,1
22,2,1,1,3,30000,56,1,8,3,20,6566,1930,0,1
19,2,8,1,3,30000,37,1,3,15,5,3744,1867,1,1
21,1,6,1,3,30000,10,1,8,33,14,10866,2663,0,1
20,2,4,1,3,30000,49,2,32,20,13,12219,2819,1,1
23,2,2,1,2,30000,7,4,14,16,29,3708,2918,0,1
21,1,1,1,1,30000,52,1,9,13,33,13239,2924,1,0
21,1,3,1,4,30000,52,1,3,26,7,14282,1936,0,1
22,2,7,1,1,30000,54,4,22,7,19,3369,2665,0,0
25,1,1,1,3,30000,52,3,8,29,4,8240,2131,1,1
26,2,6,1,4,30000,6,1,21,29,27,4051,2219,1,1
24,1,6,1,2,30000,5,4,28,10,29,4336,2623,0,1
22,2,6,1,1,30000,13,3,17,33,9,8319,2436,1,1
18,2,4,1,3,30000,24,4,22,29,27,4005,2833,0,0
19,2,7,1,3,30000,4,3,33,31,17,5444,2685,0,0
24,2,7,1,3,30000,56,4,24,20,34,8574,2161,0,0
18,1,3,1,1,30000,12,2,2,9,11,3505,2759,1,1
20,1,6,1,2,30000,43,2,23,7,17,13101,2341,1,0
23,1,7,1,1,30000,13,3,22,32,29,6042,2393,0,1
20,1,4,1,3,30000,10,1,8,6,28,10346,2202,1,1
19,2,4,1,1,30000,28,3,25,15,9,11655,2225,0,1
18,1,3,1,2,30000,12,3,6,15,25,6915,1836,1,1
22,2,5,1,2,30000,52,3,14,12,1,14723,2358,0,1
26,1,1,1,3,30000,26,3,33,15,8,12071,1805,0,1
22,2,2,1,4,30000,25,4,31,31,1,8261,2469,1,0
18,1,1,1,2,30000,1,3,30,10,29,6280,2144,0,0
19,2,6,1,2,30000,8,2,33,22,33,5384,2627,1,1
23,1,3,1,4,30000,51,2,31,30,2,5517,2330,1,0
26,1,7,1,3,30000,11,2,27,32,16,10938,2624,1,1
19,1,5,1,4,30000,11,2,15,29,3,4152,2110,0,1
24,2,3,1,4,30000,13,4,7,6,33,9392,2476,0,0
23,2,5,1,1,30000,11,4,13,30,32,14561,2768,1,1
22,2,2,1,3,30000,54,2,2,17,22,5458,2928,1,1
23,2,2,1,1,30000,32,2,3,2,33,5135,2786,0,1
26,2,5,1,2,30000,15,4,32,15,13,11255,2953,0,0
20,1,8,1,3,30000,37,1,23,21,33,11155,2516,1,1
19,2,5,1,2,30000,17,4,11,22,6,12540,2292,1,0
24,1,3,1,1,30000,35,4,27,15,10,7788,2572,0,1
24,1,6,1,3,30000,33,3,29,21,34,8838,2016,0,0
19,2,3,1,1,30000,37,2,29,7,29,5385,1990,1,0
19,1,8,1,3,30000,37,1,4,24,14,7694,2543,0,1
23,1,3,1,1,30000,40,3,1,24,26,8304,2908,1,1
23,2,5,1,1,30000,41,1,27,25,32,7167,2794,0,0
18,1,3,1,3,30000,13,1,8,14,17,10302,1971,0,0
23,1,6,1,4,30000,31,2,1,18,27,13360,2985,1,0
23,2,4,1,1,30000,5,4,32,10,31,5067,2060,1,0
22,2,8,1,2,30000,42,4,8,13,11,6853,2570,1,0
20,2,4,1,4,30000,37,3,32,4,15,6989,2266,1,0
18,2,8,1,4,30000,7,2,10,6,4,14013,2129,0,0
22,2,3,1,3,30000,23,2,19,21,31,7983,2518,1,1
18,1,1,1,4,30000,24,3,9,31,5,6007,2692,0,1
22,2,6,1,2,30000,24,4,14,26,5,9080,2283,1,0
22,1,7,1,4,30000,26,2,26,11,14,8467,2702,1,0
19,2,6,1,4,30000,3,1,10,14,22,12362,2933,1,0
26,2,7,1,4,30000,20,4,5,22,30,5619,1866,0,0
20,2,7,1,1,30000,53,2,18,20,27,5162,2647,1,0
25,1,3,1,4,30000,17,1,21,17,2,9399,2255,1,1
25,1,3,1,1,30000,22,4,7,33,12,9655,2598,0,0
18,2,8,1,1,30000,9,3,6,11,31,8660,2928,1,1
23,2,6,1,2,30000,6,1,14,24,26,13331,2093,1,1
26,1,1,1,1,30000,43,2,13,23,28,3877,1935,0,0
22,2,7,1,1,30000,45,3,19,19,26,3405,2459,0,1
22,1,7,1,3,30000,16,1,7,28,14,4045,2638,1,1
18,1,7,1,1,30000,14,1,7,28,4,5763,2632,0,1
21,2,6,1,4,30000,52,3,16,27,20,3842,2883,1,0
21,1,2,1,3,30000,13,1,1,24,20,13932,2668,1,0
23,1,2,1,4,30000,42,4,6,6,7,3713,1860,1,0
21,1,1,1,4,30000,51,2,14,8,4,3932,2892,1,1
22,1,3,1,1,30000,34,3,26,1,3,7096,2052,0,0
22,1,3,1,2,30000,32,2,25,6,31,13534,2473,0,1
22,2,5,1,2,30000,35,2,1,9,23,7731,2904,0,1
22,2,8,1,4,30000,8,1,18,16,10,9857,1901,1,1
22,1,4,1,3,30000,6,2,4,20,13,10310,2050,0,0
21,2,1,1,3,30000,34,3,14,17,2,14361,2903,1,0
21,2,3,1,2,30000,6,4,26,33,11,5234,2384,0,0
20,2,8,1,2,30000,9,4,7,27,9,14834,2424,0,1
23,1,7,1,3,30000,34,1,20,4,27,8932,1968,0,0
22,1,5,1,1,30000,22,1,25,23,15,5902,2312,0,0
19,2,1,1,3,30000,20,4,12,15,10,4513,2997,0,0
18,2,5,1,2,30000,31,2,5,4,31,14049,2861,1,1
24,1,6,1,4,30000,17,4,17,12,3,12652,2226,0,0
25,2,1,1,4,30000,17,3,30,28,19,14884,1961,0,0
23,1,4,1,2,30000,53,1,30,3,8,13694,2600,0,1
26,2,6,1,3,30000,54,2,10,33,3,12783,2241,1,0
25,2,6,1,4,30000,17,4,30,28,24,4049,2355,1,0
26,1,8,1,4,30000,8,1,6,23,20,10285,2483,0,0
21,2,2,1,2,30000,40,4,5,30,8,14237,2738,1,1
25,1,7,1,2,30000,48,1,29,20,1,10692,2392,0,0
26,1,7,1,1,30000,21,1,21,8,6,9795,2494,1,1
21,2,3,1,1,30000,22,1,16,21,31,12385,2917,0,0
20,1,8,1,4,30000,42,1,29,9,14,12682,2511,0,1
21,2,6,1,3,30000,19,4,22,32,12,14442,2507,1,0
25,1,4,1,2,30000,3,3,9,6,21,12286,2510,1,0
19,1,6,1,3,30000,31,4,29,25,24,3591,2530,1,0
20,1,6,1,2,30000,25,2,14,29,1,3228,2645,0,0
24,1,6,1,2,30000,18,3,9,15,25,12212,2224,0,1
22,2,4,1,3,30000,14,1,17,23,25,4154,2389,0,1
23,2,8,1,2,30000,39,3,23,8,25,12825,2391,1,1
25,1,4,1,2,30000,9,4,6,28,34,9723,2872,0,1
18,2,6,1,4,30000,33,1,6,9,3,11698,2899,1,1
25,2,8,1,2,30000,47,3,24,8,13,13754,2085,0,0
18,2,5,1,4,30000,45,3,7,30,30,14271,2587,1,0
19,1,5,1,4,30000,4,3,12,9,1,5038,2654,1,0
18,1,4,1,1,30000,42,1,21,31,26,8665,2218,0,0
19,1,8,1,3,30000,5,2,14,7,18,9848,2391,1,0
23,2,6,1,1,30000,39,4,18,28,8,7670,2602,0,0
23,2,1,1,3,30000,43,1,7,21,30,6039,2239,0,1
20,1,7,1,1,30000,40,3,10,25,18,4599,2835,0,1
21,1,7,1,1,30000,37,4,14,13,16,14068,2970,0,1
26,2,2,1,4,30000,20,2,9,31,19,3451,2442,0,0
25,2,2,1,2,30000,18,4,33,16,33,8784,1824,1,0
24,2,3,1,4,30000,55,4,20,14,16,13063,2898,1,0
23,1,8,1,2,30000,15,1,23,6,29,3688,2067,0,0
20,1,2,1,1,30000,37,2,11,28,16,8715,2852,0,0
23,1,8,1,1,30000,43,1,9,3,28,8173,1989,1,0
20,2,5,1,3,30000,26,2,13,20,9,8273,2106,1,1
22,2,3,1,4,30000,16,1,3,10,9,11918,2840,1,1
22,1,2,1,3,30000,43,3,14,5,4,7503,2722,0,1
24,2,3,1,4,30000,21,2,13,25,19,10389,2541,1,0
19,1,2,1,2,30000,31,4,19,30,9,4647,2177,0,1
24,1,7,1,4,30000,15,2,24,13,6,9592,2933,0,1
21,1,2,1,1,30000,30,2,13,1,6,4298,1946,0,1
21,1,5,1,2,30000,53,2,23,21,31,10778,2308,0,0
23,1,6,1,1,30000,3,2,14,5,33,13270,2991,0,1
24,2,5,1,1,30000,26,3,20,18,7,10037,1952,0,0
22,1,7,1,2,30000,35,4,14,23,6,3804,2163,1,0
25,2,2,1,1,30000,53,2,5,23,15,10717,1931,0,0
25,2,8,1,4,30000,48,3,8,15,10,11278,2858,0,0
24,1,8,1,3,30000,16,2,8,15,6,14379,2298,0,0
18,1,4,1,3,30000,47,1,31,10,17,11677,2059,0,1
23,2,3,1,1,30000,7,2,1,23,9,9644,2461,1,1
26,2,6,1,1,30000,52,2,14,7,32,14280,2658,1,1
18,1,4,1,3,30000,6,1,2,12,33,3796,2429,0,1
23,1,8,1,1,30000,55,2,16,24,16,11178,2042,1,1
20,1,3,1,4,30000,49,4,23,27,15,7580,2512,1,1
24,1,4,1,1,30000,15,3,14,3,7,11231,2583,0,1
20,1,8,1,4,30000,14,2,12,8,34,4348,2177,0,0
26,1,6,1,2,30000,12,1,29,12,12,3124,2333,1,1
18,1,8,1,2,30000,47,2,30,9,12,5698,2930,0,0
18,1,6,1,1,30000,56,2,5,4,27,10740,2837,1,0
26,1,5,1,3,30000,34,2,9,4,23,12698,2194,1,0
22,1,1,1,1,30000,37,3,30,5,30,3687,2197,0,0
26,1,3,1,3,30000,17,3,20,5,21,11158,2049,0,1
22,1,7,1,4,30000,27,2,33,7,5,11837,2262,1,0
26,1,7,1,1,30000,14,4,18,17,28,3007,1997,1,0
24,1,2,1,3,30000,7,1,11,30,8,11228,2473,1,0
18,2,6,1,1,30000,33,3,24,26,22,8031,2651,1,1
21,2,7,1,4,30000,14,1,20,26,11,12756,2547,1,1
20,1,5,1,1,30000,9,4,30,10,7,7876,2977,1,0
19,1,3,1,4,30000,11,3,17,10,16,6990,2771,1,0
19,2,5,1,2,30000,37,1,7,30,9,12370,2976,0,0
21,2,4,1,2,30000,54,3,20,20,12,3300,2527,1,1
26,2,6,1,2,30000,50,4,13,14,24,13764,1841,1,0
25,2,3,1,3,30000,1,2,13,6,14,4925,2320,1,0
20,2,6,1,4,30000,12,2,5,22,4,12779,2073,0,1
21,2,2,1,4,30000,38,3,22,30,8,12837,2210,1,1
26,1,3,1,1,30000,45,3,29,14,20,10639,1952,1,1
18,1,7,1,3,30000,49,4,33,16,10,11639,1894,0,0
21,2,7,1,2,30000,36,4,25,3,24,10669,2026,0,1
19,2,2,1,1,30000,8,3,31,30,26,6599,1997,1,0
21,2,5,1,2,30000,40,3,4,22,28,13233,1971,0,0
25,2,2,1,4,30000,17,3,15,2,23,11202,2070,0,0
23,1,2,1,4,30000,3,2,8,5,16,5711,2571,1,1
24,2,2,1,1,30000,1,3,26,28,27,5565,2288,0,0
24,1,1,1,2,30000,11,2,2,26,8,14256,2046,1,1
25,1,5,1,3,30000,3,3,19,32,3,12764,1954,0,0
22,1,1,1,3,30000,39,3,14,4,5,10948,2175,1,0
21,2,1,1,3,30000,4,4,27,31,32,5419,2234,0,1
22,1,1,1,4,30000,48,4,10,20,1,7280,1873,1,0
18,2,4,1,1,30000,12,2,9,21,15,9507,2559,0,1
23,1,7,1,2,30000,45,2,20,14,13,10971,2482,1,1
22,2,3,1,4,30000,6,4,14,18,10,14034,2957,0,1
23,1,8,1,3,30000,52,2,22,8,6,5331,2309,1,1
22,1,8,1,1,30000,47,4,32,16,13,9248,2698,0,1
20,2,2,1,2,30000,22,1,1,4,19,10205,2102,0,0
19,1,8,1,1,30000,29,2,21,25,30,12253,2720,0,1
25,1,1,1,4,30000,28,2,5,28,32,14412,2365,0,1
21,1,8,1,3,30000,23,2,32,15,20,5247,2871,1,1
21,1,6,1,1,30000,7,3,4,28,6,14456,2215,1,0
20,2,8,1,2,30000,50,3,6,30,5,10998,2363,0,0
18,2,5,1,1,30000,15,3,16,16,4,11204,2150,0,0
18,2,6,1,3,30000,5,2,16,4,22,3296,2319,0,1
24,1,1,1,4,30000,34,4,14,24,11,9039,2269,1,0
25,2,4,1,1,30000,41,4,14,30,28,14916,2544,0,0
21,2,5,1,2,30000,24,4,23,5,7,10661,2108,1,1
20,1,6,1,1,30000,52,3,22,3,19,6985,2853,1,1
24,1,6,1,2,30000,46,4,3,25,3,14407,2907,0,1
19,1,2,1,1,30000,6,1,33,33,1,11413,2731,0,0
21,1,6,1,1,30000,40,3,15,23,26,8006,2556,0,1
26,2,8,1,1,30000,46,4,7,32,23,7152,2951,0,1
25,2,2,1,3,30000,41,4,17,24,17,11736,2644,1,0
21,2,2,1,3,30000,42,1,32,30,5,9782,2028,0,1
21,1,6,1,1,30000,7,2,20,6,33,9972,2837,0,1
23,1,8,1,3,30000,37,3,26,2,9,4566,2060,1,1
21,2,4,1,3,30000,55,2,1,6,3,9971,2379,1,1
24,2,2,1,3,30000,32,4,19,13,4,9941,2901,1,1
